Reviewer username or name,Rating (number),Review (text),Review image,Review date (date time),Review like (number like on that review),Product name,Product category,Product price,Total sold,Total rating,Overall rating,Rating summery,product image url,seller name,Positive Seller Ratings,Seller location,Data source (link of the page),Processing time (Current timestamp)
Latif S.,5,good quality,,16 Sep 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,2,176,,,"https://img.drz.lazcdn.com/static/bd/p/40037cfc4e1f1afec4211b765487d55a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/48e8864cc3d0dcfdb72c3e56bcc10478.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/d12ec0b65523cd192b0e57ba590809bf.jpg_120x120q80.jpg_.webp",Buy One Shopping,83%,Dhaka,https://www.daraz.com.bd/products/ginger-essential-oilpet-komanor-teloil-i326195582.html,2025-09-21T03:25:37
Mehraj,5,প্রডাক্ট টি আজকে হাতে পেয়েছি এবং প্যাকেজিং ভালো ছিলো ধন্যবাদ দারাজ কে।ব্যবহার করার পর আবার রিভিউ দিব ইনশাআল্লাহ,,31 Dec 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Mahmud,5,"আলহামদুলিল্লাহ। সবকিছু ঠিক ছিলো। প্যাকেজিং টাও ভালো।
এখন বাকিটা ব্যবহার করার পর বোঝা যাবে। ধন্যবাদ দারাজ।",,16 Oct 2024,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
0***3,5,"আলহামদুলিল্লাহ ,,  হাতে পাইছি,
ব্যবহার করার পর দেখা যাবে,, কেমন কাজ করে",,11 Jan 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Md S.,5,পেকেজ হাতে পেয়ে ছি অল্প সময়ের বিতরে একন কাজ হয় কি না কাজ হলে আবার রিবিও দিবো,,26 Aug 2024,2,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
m***2,5,good,,19 Mar 2025,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
ayoni8937,5,এইটা ইউজ করছে অনেকদিন হইতেছে কিন্তু রেজাল্ট পাইতেছি বাট আমার মনে হয় না এটা। এতটা ভালো কাজ করে,,30 Mar 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
nafiz98768,5,একদিন ব্যবহার করেছি। মোটামোটি ভালো। আমি পড়ে আরো নিব। আপনারা চাইলে নিতে পারেন।,,31 Oct 2024,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Rakibul H.,4,not the same product I order before. smell like coconut oil.,,15 Dec 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
1***8,5,"ব্যাবহার করছি, ভালোই মনে হচ্ছে। পরে রেজাল্টের বলব।",,30 Sep 2024,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Md M.,5,alhamdulilla oil ta paisi.. akon use korar pala😊,,24 Nov 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Md R.,5,এখনো ব্যবহার করতেছি কাজ হবে কী না আল্লাহ জানে,,15 Feb 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Arman,5,"Good, Delivery man also good",,17 Jan 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
mds117075,5,this is very good product 💯,,14 Feb 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
j***2,5,মোটামুটি ভালো।,,18 Nov 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
ashrafulislam37548,5,ভালো কাজ করে,,03 Dec 2024,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
osmanabid50,5,অনেক ভালো,,08 Feb 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
min,5,good,,13 Oct 2024,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Johir U.,5,no used,,14 Mar 2025,0,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
Ridrow G.,5,nice,,08 Nov 2024,1,"Ginger Essential Oil,pet komanor tel/oil Ginger oil","Health & Beauty, Bath & Body, Bath & Body Accessories",89.0,410,36,,,"https://img.drz.lazcdn.com/static/bd/p/d5f6dfb3a13b6590e5d6c4734e15f17a.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/df360c052e0678e5eb3290c4b946cb12.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/da7ece40ee0a68997a082f8ac1f687ba.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/99782a838f64e8d1391cfe58f16da6c9.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/c0ae25437b65e778801464ebccd975e0.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/4033b150c242a8c1aee37828b6e8dc50.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/307d8f5a6a72717b6d9a5d5f55f2aca7.jpg_120x120q80.jpg_.webp, https://img.drz.lazcdn.com/static/bd/p/a11c8ff49b4a1230f545a4a540984c19.jpg_120x120q80.jpg_.webp",31 Online Shop,80%,Dhaka,https://www.daraz.com.bd/products/-i321672894.html,2025-09-21T03:26:25
